Employee_ID,Age,Gender,Country,Job_Role,Experience_Years,Company_Size,Work_Hours_Per_Day,Meetings_Per_Day,Internet_Speed_Mbps,Work_Environment,Sleep_Hours,Exercise_Hours_Per_Week,Screen_Time_Hours,Stress_Level,Productivity_Score,Burnout_Risk
8740,46,Female,South Korea,Software Developer,15,Large,6.0,4,177.3,Office,4.2,4.6,12.5,High,62,No
8741,38,Other,USA,Software Developer,0,MNC,6.4,2,14.6,Hybrid,6.4,2.6,11.2,Medium,56,Yes
8742,29,Female,USA,Manager,1,Medium,4.4,1,81.4,Office,5.5,3.2,10.2,Medium,52,Yes
8743,50,Female,Germany,Data Scientist,27,MNC,9.3,7,96.6,Hybrid,8.4,0.2,12.2,High,82,No
8744,52,Female,China,Marketing,4,Small,7.6,4,123.3,Coworking,6.7,5.6,13.4,Medium,85,No
8745,39,Other,China,Software Engineer,17,Large,7.2,5,23.2,Home,7.9,3.9,11.6,Low,82,No
8746,47,Other,Germany,Marketing,16,Medium,5.7,7,109.3,Home,4.8,2.7,12.2,High,51,Yes
8747,24,Female,South Korea,HR,2,Large,4.2,0,130.5,Hybrid,6.8,3.4,13.0,Low,71,No
8748,34,Male,USA,Software Developer,1,Medium,7.6,2,155.4,Hybrid,7.8,0.7,7.0,Medium,91,No
8749,38,Other,India,HR,1,Large,5.2,0,148.0,Office,8.1,2.4,10.9,Low,92,No
8750,23,Male,India,Software Developer,1,Medium,9.0,1,103.3,Home,4.7,5.2,12.3,Medium,86,No
8751,45,Male,Canada,Software Engineer,17,Large,6.2,0,198.2,Coworking,8.2,1.0,8.6,High,88,No
8752,45,Other,Germany,Designer,23,Small,8.1,3,182.9,Office,4.0,0.1,13.3,Low,55,Yes
8753,32,Female,China,Software Developer,1,Medium,6.6,7,16.2,Office,8.2,5.6,5.7,Low,93,No
8754,34,Male,Australia,Manager,9,Large,9.3,0,27.7,Coworking,4.8,2.8,10.3,Medium,71,No
8755,37,Male,South Korea,Data Analyst,12,Small,8.4,5,69.1,Home,5.1,3.5,5.9,High,73,No
8756,35,Female,India,HR,13,Medium,8.1,4,129.2,Hybrid,6.4,5.2,11.6,High,92,No
8757,41,Female,India,Data Analyst,17,Small,8.7,7,139.4,Home,4.6,3.2,13.1,High,64,No
8758,40,Female,Canada,Data Analyst,18,Medium,8.3,7,91.5,Coworking,8.1,2.4,13.2,High,86,No
8759,30,Female,Australia,Designer,4,Large,6.3,2,56.3,Office,5.8,3.5,6.1,Low,70,No
8760,34,Male,Australia,Data Analyst,9,Large,8.0,7,46.5,Hybrid,8.1,2.0,6.8,Low,76,No
8761,42,Female,China,Manager,8,Medium,7.4,2,46.0,Coworking,5.1,4.5,8.5,Low,74,No
8762,44,Other,Germany,Designer,8,Medium,7.2,7,109.7,Hybrid,8.4,2.5,9.6,High,85,No
8763,51,Male,China,Marketing,4,Small,4.8,6,63.2,Coworking,8.8,4.5,5.1,Low,88,No
8764,28,Female,Germany,Designer,2,MNC,9.2,2,59.0,Hybrid,4.9,0.9,7.9,Medium,66,No
8765,41,Male,China,Software Developer,19,MNC,8.0,5,111.0,Hybrid,5.7,1.0,12.2,Medium,60,No
8766,34,Male,China,HR,2,Small,7.7,7,84.9,Coworking,4.2,2.6,10.2,Medium,52,Yes
8767,50,Male,UK,Marketing,26,Large,9.5,3,80.6,Office,7.7,2.0,5.2,Low,100,No
8768,38,Male,USA,HR,16,Large,4.9,1,81.2,Coworking,7.8,2.3,10.3,Low,77,No
8769,41,Male,South Korea,Designer,5,Medium,9.2,0,164.1,Coworking,6.3,2.0,8.0,Medium,92,No
8770,43,Male,Japan,Manager,18,Medium,4.0,6,136.1,Office,5.3,5.9,6.6,High,65,No
8771,49,Male,UK,Software Developer,20,MNC,8.2,7,185.1,Home,5.0,4.8,5.6,Low,91,No
8772,41,Male,Canada,Data Scientist,10,MNC,9.8,2,142.8,Office,5.8,4.0,8.9,Medium,98,No
8773,46,Other,South Korea,Software Engineer,6,MNC,5.0,7,188.8,Coworking,5.8,0.2,7.8,Medium,58,Yes
8774,48,Female,South Korea,Software Developer,12,MNC,6.7,2,173.8,Hybrid,4.7,5.4,12.7,High,77,No
8775,38,Male,UK,Data Scientist,16,Medium,7.9,5,133.9,Office,8.0,5.6,12.2,High,100,No
8776,24,Male,Canada,Designer,2,Medium,6.6,1,19.8,Office,5.3,3.7,8.0,Low,59,Yes
8777,35,Other,South Korea,Designer,12,Medium,7.3,3,13.2,Coworking,4.4,3.0,8.0,Low,59,Yes
8778,27,Male,India,HR,1,Medium,6.0,3,117.2,Home,4.5,2.5,13.9,Low,47,Yes
8779,53,Other,USA,Designer,9,Medium,9.3,3,48.1,Hybrid,8.0,1.5,5.3,Medium,92,No
8780,51,Other,Germany,Manager,6,Medium,5.2,6,46.8,Hybrid,7.2,1.2,10.1,Medium,52,Yes
8781,38,Male,USA,Marketing,15,Large,7.2,1,134.6,Coworking,8.9,3.3,7.6,Low,100,No
8782,51,Other,Germany,Data Analyst,28,Small,5.3,7,142.0,Office,7.5,2.4,6.4,High,69,No
8783,43,Male,Canada,Marketing,15,Large,5.3,7,72.9,Hybrid,5.4,0.4,10.2,Medium,30,Yes
8784,31,Male,UK,Designer,2,Medium,6.8,4,194.6,Coworking,6.4,5.7,6.7,Low,92,No
8785,49,Female,India,Designer,25,Large,4.6,3,158.0,Office,8.0,4.9,11.7,Medium,92,No
8786,44,Male,UK,Software Developer,2,Small,4.9,4,132.8,Office,5.0,3.0,6.1,Low,65,No
8787,36,Other,Japan,Designer,3,Medium,6.7,7,97.7,Hybrid,4.6,2.6,11.1,Medium,46,Yes
8788,25,Female,USA,Designer,3,Medium,6.2,6,20.6,Hybrid,8.6,2.9,9.6,High,68,No
8789,40,Female,Australia,Software Developer,16,MNC,6.7,4,69.5,Home,5.2,5.2,9.3,High,61,No
8790,52,Female,Japan,HR,21,Medium,8.5,2,144.6,Home,8.4,4.6,7.2,Medium,100,No
8791,38,Other,South Korea,Data Analyst,8,Large,5.5,7,166.6,Office,4.4,4.6,9.5,Low,56,Yes
8792,45,Male,Canada,Marketing,15,Small,4.4,1,103.0,Home,6.3,5.4,11.7,High,78,No
8793,54,Male,China,Software Developer,6,Small,5.8,3,15.0,Hybrid,7.9,0.9,11.3,High,58,Yes
8794,24,Female,China,HR,2,Large,7.1,4,37.4,Coworking,5.6,2.7,9.0,Medium,60,No
8795,39,Female,Japan,Designer,3,Small,6.3,0,158.0,Coworking,7.8,5.3,5.0,Low,100,No
8796,35,Female,China,Data Scientist,13,Large,6.1,7,119.4,Office,8.5,5.0,9.5,Medium,84,No
8797,33,Male,South Korea,Designer,4,MNC,4.6,3,193.8,Office,5.0,2.7,8.0,Medium,63,No
8798,40,Other,China,Data Scientist,6,Large,5.1,0,23.2,Hybrid,5.0,3.5,10.5,Low,47,Yes
8799,31,Female,Germany,Marketing,5,Medium,6.1,6,152.0,Hybrid,8.9,0.5,12.1,High,70,No
8800,53,Other,China,Designer,30,MNC,8.9,3,66.5,Hybrid,7.3,2.5,7.0,Low,84,No
8801,46,Other,South Korea,Marketing,18,MNC,8.4,3,194.0,Hybrid,7.9,0.1,9.0,Low,93,No
8802,32,Male,Germany,Data Scientist,0,MNC,6.1,5,113.5,Hybrid,5.8,3.5,13.9,Medium,58,Yes
8803,41,Male,China,Software Engineer,4,Small,8.2,5,130.8,Hybrid,6.4,4.6,5.4,Low,86,No
8804,47,Male,USA,Software Engineer,0,Small,7.8,6,42.2,Office,4.4,0.1,8.7,Low,44,Yes
8805,27,Male,China,Data Scientist,1,Small,8.9,3,84.9,Office,8.2,3.7,10.8,High,97,No
8806,37,Male,China,Software Engineer,4,MNC,6.4,4,78.2,Office,5.1,1.2,10.7,Medium,54,Yes
8807,22,Female,Canada,Software Developer,1,Small,4.2,4,136.4,Hybrid,8.9,4.1,5.5,Low,89,No
8808,42,Male,Germany,Data Scientist,16,Large,5.6,0,112.1,Office,8.1,4.6,13.8,Medium,90,No
8809,27,Other,Germany,Marketing,2,MNC,5.2,1,23.9,Coworking,8.7,5.6,6.9,Medium,90,No
8810,34,Female,Canada,Software Engineer,3,MNC,4.2,3,16.5,Office,8.9,1.9,7.8,High,72,No
8811,49,Female,China,Software Developer,14,Medium,5.0,7,170.7,Hybrid,4.3,2.0,8.4,Medium,43,Yes
8812,52,Other,China,Data Analyst,17,Small,7.3,4,127.7,Office,4.8,3.8,9.1,High,74,No
8813,25,Male,Japan,Designer,1,MNC,8.5,7,188.1,Office,6.2,4.5,9.8,High,81,No
8814,46,Female,India,Data Scientist,6,Small,4.5,2,171.9,Hybrid,4.4,3.6,10.3,Medium,52,Yes
8815,52,Female,Canada,Marketing,14,Medium,8.3,5,178.3,Office,7.5,3.3,13.1,Low,87,No
8816,40,Male,UK,Software Engineer,8,Large,9.3,5,191.1,Home,5.3,5.7,12.8,Medium,95,No
8817,26,Male,South Korea,Data Analyst,2,MNC,9.5,0,72.1,Hybrid,8.1,1.9,12.8,Medium,96,No
8818,43,Male,Japan,Software Developer,17,MNC,5.5,5,158.8,Coworking,8.6,1.1,5.3,High,90,No
8819,36,Other,Canada,Data Analyst,2,Medium,6.0,2,38.7,Home,8.5,4.4,12.0,Medium,85,No
8820,29,Male,India,Data Scientist,7,Medium,9.8,5,36.5,Coworking,5.6,2.7,5.8,High,80,No
8821,43,Other,Japan,Manager,2,MNC,8.9,3,10.1,Coworking,8.3,4.4,9.9,Low,96,No
8822,52,Female,USA,Manager,12,Medium,5.0,4,180.7,Office,5.7,4.6,5.2,High,84,No
8823,22,Female,USA,Designer,0,MNC,8.0,3,188.3,Coworking,5.7,2.7,12.1,Low,76,No
8824,22,Male,Japan,Data Analyst,0,Large,5.9,2,81.6,Home,6.0,0.8,9.9,High,53,Yes
8825,33,Male,China,Designer,7,Large,8.2,5,62.8,Hybrid,4.9,4.2,8.5,Medium,64,No
8826,35,Male,Japan,Data Analyst,6,Small,7.7,2,39.0,Coworking,6.1,2.9,11.9,High,67,No
8827,31,Female,Australia,Designer,4,Medium,6.3,0,151.3,Home,6.3,3.2,11.7,High,81,No
8828,44,Other,Canada,Marketing,10,Small,7.9,3,135.0,Hybrid,4.4,1.7,9.7,Medium,64,No
8829,45,Male,Japan,Manager,8,Medium,9.9,0,176.5,Home,6.5,4.2,6.6,High,100,No
8830,37,Other,Canada,Manager,12,MNC,4.2,6,99.0,Coworking,7.2,0.8,6.9,High,52,Yes
8831,45,Female,Japan,HR,10,Small,4.2,5,113.3,Coworking,6.4,4.9,5.9,High,69,No
8832,43,Male,USA,Software Engineer,14,Large,4.5,4,114.4,Hybrid,6.9,3.4,5.7,Medium,75,No
8833,26,Other,UK,Designer,0,Small,8.5,6,92.7,Office,6.4,5.5,10.5,Medium,91,No
8834,34,Other,China,Manager,3,Large,4.1,5,84.7,Hybrid,8.8,3.2,8.9,Low,73,No
8835,44,Male,China,Data Analyst,18,Medium,7.8,4,24.0,Hybrid,6.7,5.2,8.9,Low,85,No
8836,50,Male,Australia,Software Engineer,23,Medium,8.0,2,20.3,Coworking,8.0,0.2,14.0,Low,73,No
8837,28,Female,Australia,HR,6,Small,9.2,0,145.6,Hybrid,8.9,0.0,13.0,Medium,100,No
8838,33,Male,China,Software Developer,6,Medium,6.8,1,37.0,Hybrid,7.4,4.8,5.5,High,92,No
8839,50,Male,UK,Data Scientist,2,MNC,9.2,7,51.4,Home,5.7,3.2,8.5,Medium,65,No
8840,34,Male,UK,HR,10,Medium,9.0,4,60.0,Home,9.0,1.6,9.2,Medium,100,No
8841,40,Male,South Korea,Software Developer,12,MNC,7.6,2,139.8,Home,8.8,1.5,8.3,Medium,99,No
8842,48,Male,South Korea,Software Developer,0,Large,5.0,0,129.7,Home,6.7,3.1,12.2,Low,69,No
8843,42,Other,USA,Marketing,1,MNC,8.6,4,77.2,Home,4.9,4.1,9.5,Medium,77,No
8844,52,Other,South Korea,Marketing,30,Medium,9.1,7,72.2,Coworking,5.0,5.8,5.8,High,79,No
8845,34,Male,UK,HR,5,Medium,8.5,2,12.8,Coworking,4.5,3.9,5.9,Low,69,No
8846,31,Other,Canada,HR,8,Large,9.2,3,144.3,Hybrid,4.2,5.0,5.5,Medium,83,No
8847,35,Male,USA,Designer,8,Large,4.0,5,117.8,Coworking,6.7,0.2,10.7,Medium,52,Yes
8848,30,Other,South Korea,Designer,4,MNC,5.4,7,20.8,Office,6.5,4.4,11.0,Low,54,Yes
8849,43,Male,China,Manager,17,MNC,7.6,4,39.9,Home,8.0,0.4,11.6,High,66,No
8850,54,Male,Japan,Software Developer,20,Small,6.2,1,190.6,Home,4.4,4.2,6.0,Low,74,No
8851,40,Female,Japan,Manager,4,Large,7.6,1,121.4,Hybrid,6.0,1.4,10.7,Medium,67,No
8852,37,Other,UK,Marketing,2,Large,4.5,7,144.1,Coworking,8.2,5.0,5.3,High,82,No
8853,38,Male,UK,Designer,2,Medium,8.4,3,164.8,Office,8.1,2.1,5.4,High,100,No
8854,27,Other,Japan,Designer,1,Medium,6.4,3,33.8,Home,5.8,0.6,8.0,Low,47,Yes
8855,32,Female,Japan,Software Engineer,8,Large,7.0,4,198.8,Coworking,6.2,5.7,7.4,Low,100,No
8856,28,Other,USA,Data Analyst,4,Small,9.6,3,165.6,Home,4.5,0.5,8.2,Medium,71,No
8857,54,Female,India,Manager,9,Large,5.8,6,109.8,Home,5.8,3.4,11.4,Low,53,Yes
8858,24,Female,USA,Software Engineer,1,Medium,4.6,1,144.2,Hybrid,5.6,1.9,9.4,High,54,Yes
8859,28,Female,South Korea,Marketing,6,Medium,8.3,0,80.8,Office,5.5,1.8,10.8,High,78,No
8860,52,Other,China,Marketing,19,Large,5.0,0,15.6,Office,8.3,2.7,10.9,Medium,71,No
8861,53,Female,Australia,Data Analyst,4,Large,7.0,6,169.9,Office,9.0,4.3,10.8,Low,100,No
8862,51,Male,Canada,Manager,4,Large,7.6,1,10.5,Office,6.6,4.7,6.6,Medium,88,No
8863,44,Female,USA,Manager,3,Medium,7.0,2,92.0,Hybrid,7.7,3.2,10.8,High,86,No
8864,29,Female,UK,Data Analyst,5,Medium,9.0,3,134.9,Hybrid,5.0,4.9,6.8,Low,91,No
8865,22,Female,Japan,Marketing,0,Small,8.8,0,79.8,Hybrid,8.7,1.3,6.6,Low,100,No
8866,25,Male,UK,Manager,2,MNC,7.9,0,192.3,Hybrid,5.0,0.1,7.7,Medium,72,No
8867,41,Female,UK,HR,19,MNC,6.8,0,167.7,Office,7.4,4.4,7.8,Medium,100,No
8868,27,Male,USA,Manager,4,Large,6.7,2,160.1,Office,8.7,5.8,13.8,High,100,No
8869,28,Female,China,Designer,4,Large,9.3,0,78.9,Home,9.0,0.8,5.7,Medium,100,No
8870,51,Other,Australia,Marketing,10,MNC,9.5,7,65.1,Office,6.1,4.9,11.4,Medium,72,No
8871,25,Female,Australia,Data Analyst,0,MNC,5.9,1,110.6,Hybrid,6.2,1.1,13.6,Low,55,Yes
8872,49,Other,India,Software Engineer,4,Small,7.7,0,129.4,Coworking,8.4,0.6,13.3,High,85,No
8873,34,Male,China,HR,4,MNC,9.4,0,30.2,Office,8.9,4.2,6.7,High,100,No
8874,29,Male,UK,Manager,7,Small,6.4,5,15.6,Hybrid,7.0,1.9,7.9,Medium,57,Yes
8875,36,Male,UK,HR,7,MNC,8.7,6,178.4,Office,6.7,2.8,11.3,Medium,92,No
8876,54,Male,Canada,Marketing,10,MNC,7.0,2,20.6,Office,4.8,5.4,6.0,Medium,67,No
8877,42,Female,South Korea,Manager,13,Small,8.9,7,130.4,Office,4.4,2.4,8.3,Medium,58,Yes
8878,40,Male,Japan,Software Engineer,7,Medium,6.9,3,70.0,Home,7.5,2.2,9.8,Medium,83,No
8879,25,Male,USA,Software Developer,0,Medium,9.6,6,112.8,Office,6.3,3.8,7.0,High,91,No
8880,46,Male,South Korea,Software Developer,13,Small,7.3,2,179.8,Coworking,7.7,0.8,8.0,Medium,94,No
8881,23,Other,Japan,Software Engineer,1,Small,4.2,0,99.7,Office,7.2,5.3,8.6,High,82,No
8882,53,Male,Canada,Software Developer,10,Small,5.4,4,55.5,Office,5.0,5.9,8.4,High,70,No
8883,30,Male,Japan,Designer,7,MNC,6.6,5,157.3,Office,7.2,4.7,9.8,Medium,86,No
8884,52,Female,Germany,Data Analyst,7,Medium,6.3,4,99.6,Office,8.3,0.4,13.9,Medium,68,No
8885,44,Male,USA,HR,8,Small,9.5,6,151.8,Hybrid,7.2,3.1,6.9,Medium,99,No
8886,51,Male,Germany,Software Engineer,26,Small,5.1,6,59.0,Office,4.5,3.0,7.9,Low,46,Yes
8887,24,Female,USA,Designer,0,Medium,9.9,3,66.6,Hybrid,8.1,3.2,6.9,Low,100,No
8888,25,Other,USA,Software Developer,0,Large,8.4,5,96.2,Home,4.3,5.4,10.3,High,75,No
8889,43,Other,South Korea,Data Analyst,5,MNC,6.4,4,126.0,Coworking,5.5,2.8,11.1,Medium,66,No
8890,28,Other,Japan,Data Analyst,1,Large,9.2,3,85.8,Home,6.1,1.9,12.7,Medium,66,No
8891,48,Other,Germany,Manager,1,Medium,5.1,1,83.6,Home,5.3,1.0,9.6,Low,46,Yes
8892,44,Male,Japan,Manager,1,Medium,5.6,3,162.7,Home,8.7,2.6,8.3,Low,86,No
8893,32,Female,Canada,HR,8,Small,8.8,1,156.3,Home,5.7,2.0,9.1,High,80,No
8894,39,Male,Germany,HR,6,Small,6.4,7,92.4,Home,4.6,5.1,9.4,High,65,No
8895,29,Male,China,Data Analyst,3,Small,7.1,3,128.2,Home,6.4,1.8,6.8,Low,72,No
8896,39,Male,Canada,Designer,9,MNC,8.7,3,122.8,Home,6.1,4.6,6.8,Low,98,No
8897,51,Female,Canada,Data Scientist,0,MNC,5.0,3,101.7,Office,5.0,1.7,12.2,High,50,Yes
8898,50,Female,India,Data Scientist,28,Medium,9.3,3,63.8,Home,5.9,1.5,8.5,Low,80,No
8899,47,Other,Australia,Data Scientist,11,Large,4.8,3,163.6,Hybrid,5.1,0.4,10.6,High,51,Yes
8900,42,Female,Japan,Software Developer,8,MNC,6.6,5,128.2,Home,5.8,5.0,11.3,Low,68,No
8901,53,Male,UK,Marketing,29,Large,4.9,6,133.3,Home,5.5,3.9,6.3,Low,61,No
8902,43,Other,China,Software Developer,11,Small,9.6,3,141.7,Office,5.7,2.0,13.7,High,75,No
8903,53,Female,Australia,Designer,9,Large,9.6,1,182.0,Coworking,7.7,5.6,12.9,Low,100,No
8904,32,Female,South Korea,Data Analyst,5,MNC,7.0,6,100.5,Coworking,8.3,0.1,7.1,Low,70,No
8905,40,Other,Canada,HR,18,MNC,7.8,5,82.7,Office,5.9,1.8,11.3,High,66,No
8906,52,Female,UK,Manager,29,MNC,9.5,1,181.1,Coworking,6.7,1.1,7.0,Low,100,No
8907,26,Other,Germany,Manager,4,MNC,7.2,1,67.6,Coworking,6.9,2.0,6.2,Medium,75,No
8908,39,Male,Japan,Data Analyst,10,Small,4.9,7,21.9,Coworking,6.2,1.4,9.2,Low,44,Yes
8909,29,Male,China,Manager,3,Medium,4.0,7,85.2,Home,5.7,2.2,5.6,Medium,45,Yes
8910,38,Female,Germany,Software Engineer,12,MNC,4.6,7,197.8,Coworking,8.6,4.9,11.6,Low,88,No
8911,43,Male,Australia,HR,9,MNC,4.0,0,61.1,Home,8.5,4.8,13.1,High,77,No
8912,37,Male,China,Data Scientist,10,Medium,7.6,5,15.9,Home,7.0,2.2,5.3,Low,74,No
8913,48,Female,USA,Data Analyst,14,Medium,9.4,7,188.6,Coworking,7.1,1.1,11.5,Low,80,No
8914,43,Male,South Korea,Marketing,7,Medium,4.8,6,100.4,Hybrid,5.5,5.2,12.2,Medium,59,Yes
8915,26,Male,Australia,HR,3,MNC,4.6,4,76.6,Coworking,5.6,4.4,13.5,Low,47,Yes
8916,32,Female,Canada,Data Scientist,8,Large,10.0,4,183.4,Office,7.4,3.9,10.3,Low,100,No
8917,44,Male,China,Data Scientist,1,Small,8.5,7,106.5,Home,6.3,5.2,8.8,High,90,No
8918,45,Other,Australia,HR,8,Small,6.3,5,147.1,Home,5.1,5.0,5.7,High,75,No
8919,54,Female,Japan,Data Analyst,8,Medium,8.6,4,37.0,Hybrid,4.1,0.3,13.5,Medium,40,Yes
8920,41,Female,South Korea,HR,17,Large,8.8,6,133.9,Office,5.9,4.8,7.3,Low,90,No
8921,37,Male,Australia,Designer,4,Large,5.6,6,14.3,Coworking,6.5,0.5,5.8,Low,47,Yes
8922,22,Female,Germany,Software Engineer,0,Small,9.1,5,146.1,Hybrid,5.5,4.1,12.8,Low,75,No
8923,44,Male,Germany,HR,15,Small,5.3,7,38.3,Office,4.2,5.3,9.2,High,39,Yes
8924,29,Male,Germany,Marketing,6,MNC,9.1,3,128.4,Coworking,4.9,1.5,13.2,Low,66,No
8925,54,Other,Germany,Designer,20,Small,7.8,4,185.5,Office,7.0,0.9,8.0,High,89,No
8926,38,Other,India,Software Developer,7,Medium,8.7,2,43.8,Home,6.7,4.1,8.6,High,93,No
8927,48,Male,USA,Data Scientist,19,Large,7.5,6,146.1,Hybrid,7.8,4.0,5.2,Low,100,No
8928,42,Other,South Korea,Manager,2,MNC,8.6,3,25.3,Hybrid,4.6,2.9,12.7,Medium,58,Yes
8929,33,Other,UK,Marketing,7,Medium,8.5,6,129.8,Hybrid,5.6,5.1,10.9,Low,81,No
8930,46,Female,Australia,Software Engineer,10,Large,4.4,5,146.1,Coworking,8.6,1.1,13.4,High,62,No
8931,47,Male,USA,Marketing,9,MNC,6.7,6,178.9,Home,4.5,1.5,12.3,Low,51,Yes
8932,47,Female,Germany,Marketing,4,MNC,6.0,5,59.4,Home,7.7,2.0,12.3,Low,69,No
8933,48,Other,Canada,Data Analyst,8,Medium,6.9,1,165.9,Home,5.8,2.0,5.2,High,89,No
8934,45,Other,USA,Manager,12,MNC,7.1,5,181.0,Office,4.6,0.2,10.0,Medium,56,Yes
8935,38,Female,USA,Software Developer,10,Small,6.2,4,143.1,Coworking,5.6,5.4,5.3,High,84,No
8936,54,Other,UK,Marketing,21,Large,8.0,5,61.7,Office,5.3,0.6,13.0,Medium,50,Yes
8937,36,Male,India,HR,11,Large,6.7,3,55.4,Coworking,7.8,3.4,5.6,Medium,91,No
8938,26,Female,Australia,Software Developer,2,MNC,7.3,4,111.1,Office,6.7,2.1,10.5,Low,78,No
8939,41,Female,India,Manager,1,Small,6.1,6,94.6,Hybrid,4.1,1.9,9.2,High,49,Yes
8940,41,Other,Canada,Software Developer,8,Large,9.6,7,86.1,Hybrid,7.3,4.3,6.6,Medium,98,No
8941,34,Male,China,Designer,6,Small,8.5,2,198.7,Coworking,6.9,3.5,7.2,High,99,No
8942,33,Female,South Korea,Data Scientist,7,MNC,4.5,6,164.0,Home,4.9,3.0,8.5,Low,54,Yes
8943,49,Female,Germany,Software Engineer,11,Medium,5.9,2,143.4,Office,7.9,2.8,10.1,Medium,83,No
8944,44,Other,China,HR,7,Large,6.3,6,177.6,Coworking,7.7,0.1,12.3,High,74,No
8945,41,Female,Germany,Data Scientist,14,MNC,7.4,0,101.4,Hybrid,5.1,0.1,6.4,Low,62,No
8946,29,Other,South Korea,Data Analyst,0,Small,6.9,3,139.9,Home,4.4,5.9,11.7,High,72,No
8947,22,Female,UK,Software Developer,1,Medium,7.5,6,154.5,Home,7.0,1.2,7.5,Low,73,No
8948,48,Male,Australia,Software Developer,13,Large,6.3,4,191.7,Coworking,4.0,5.2,13.4,Low,68,No
8949,29,Other,Japan,Designer,7,Medium,9.5,1,44.6,Home,5.8,4.6,10.2,Low,94,No
8950,45,Other,UK,Software Engineer,0,MNC,4.3,4,179.9,Home,6.6,4.6,9.0,High,72,No
8951,45,Female,Australia,Data Analyst,1,Medium,9.0,4,111.0,Coworking,5.5,1.1,6.1,High,68,No
8952,48,Other,UK,Marketing,2,Large,4.5,5,115.8,Home,4.3,3.1,11.0,Medium,37,Yes
8953,32,Male,India,Designer,1,Large,8.9,1,198.2,Home,5.8,5.7,13.2,Medium,94,No
8954,46,Male,South Korea,Software Developer,10,Small,9.3,2,157.0,Hybrid,8.2,5.7,6.8,High,100,No
8955,48,Male,Japan,Software Engineer,21,MNC,4.2,5,189.1,Office,7.7,3.3,8.2,Medium,81,No
8956,27,Male,India,Software Engineer,5,Small,5.9,5,158.6,Coworking,7.5,2.7,8.2,High,77,No
8957,36,Other,India,Software Engineer,13,Large,6.2,6,44.3,Home,4.9,5.9,10.9,Low,64,No
8958,54,Other,India,Data Scientist,27,MNC,7.0,1,107.2,Office,6.2,2.6,14.0,Medium,67,No
8959,32,Male,India,Software Engineer,0,MNC,8.6,6,188.9,Home,5.6,3.7,12.2,High,74,No
8960,23,Male,UK,Software Engineer,1,Small,9.9,7,153.7,Office,4.2,5.4,12.7,Medium,68,No
8961,42,Male,China,Marketing,20,Medium,6.7,4,176.2,Home,6.4,1.7,7.1,Medium,78,No
8962,33,Other,India,Software Developer,1,Medium,9.3,5,27.6,Coworking,4.5,4.0,7.7,Medium,61,No
8963,51,Other,USA,Software Developer,11,MNC,9.4,1,150.8,Office,6.2,0.9,5.4,Medium,93,No
8964,33,Other,India,Data Scientist,11,Small,7.0,0,110.0,Home,4.1,1.8,12.2,Medium,53,Yes
8965,40,Female,Germany,Data Analyst,8,Medium,9.7,0,167.9,Hybrid,5.0,4.4,8.7,High,100,No
8966,33,Male,Japan,Data Scientist,0,Medium,4.9,0,129.9,Coworking,8.2,3.9,5.6,Low,93,No
8967,24,Male,South Korea,Marketing,0,Large,4.5,2,112.8,Office,8.5,1.5,8.0,Low,81,No
8968,52,Other,Canada,HR,5,Medium,10.0,4,119.1,Home,7.2,3.5,11.2,Low,95,No
8969,45,Other,Canada,Data Analyst,0,Medium,4.9,1,121.5,Coworking,7.4,4.7,5.9,High,95,No
8970,52,Male,Canada,Marketing,7,Medium,8.7,5,112.2,Coworking,5.4,0.6,7.3,High,72,No
8971,46,Other,Japan,HR,9,MNC,4.9,0,142.0,Hybrid,7.1,2.1,11.5,Medium,72,No
8972,23,Other,Japan,Data Scientist,0,MNC,9.2,5,151.6,Coworking,5.2,1.6,10.8,High,64,No
8973,36,Other,UK,Data Scientist,6,MNC,9.1,2,60.7,Office,7.5,5.6,6.1,Medium,100,No
8974,51,Other,Japan,Software Engineer,4,MNC,5.9,5,175.0,Home,5.4,1.8,7.0,High,63,No
8975,34,Other,China,Marketing,4,MNC,7.6,2,72.2,Office,6.2,3.0,12.0,High,69,No
8976,42,Male,UK,Software Developer,10,MNC,6.2,4,197.2,Home,4.9,4.4,6.4,High,78,No
8977,43,Female,China,Manager,1,Large,8.6,4,55.9,Hybrid,7.1,4.4,6.0,Medium,90,No
8978,31,Female,China,Manager,8,MNC,5.2,7,140.0,Home,7.2,0.4,11.1,High,50,Yes
8979,25,Female,South Korea,Data Analyst,1,Medium,9.1,3,92.3,Office,5.4,5.6,13.2,High,81,No
8980,46,Other,UK,Marketing,22,MNC,4.9,1,148.2,Office,8.1,1.9,7.0,High,87,No
8981,23,Male,Canada,Data Analyst,0,Medium,9.2,0,138.6,Hybrid,7.7,4.3,6.8,Low,100,No
8982,27,Other,Australia,Software Engineer,3,Small,8.9,1,37.8,Home,5.6,4.5,11.7,High,78,No
8983,40,Other,USA,Data Scientist,10,Small,6.9,1,15.0,Office,8.4,4.0,13.7,Low,88,No
8984,31,Other,UK,Data Scientist,6,Small,7.0,2,71.6,Coworking,9.0,2.7,13.2,High,95,No
8985,48,Other,Japan,Data Scientist,16,MNC,4.5,5,71.6,Coworking,6.2,0.4,12.3,Low,34,Yes
8986,32,Other,China,Data Scientist,3,Medium,4.7,2,101.5,Office,7.3,5.6,7.7,High,92,No
